"type","format","version","dataName","data__|__version","data__|__id","data__|__key","data__|__name","data__|__title","data__|__blurb","data__|__info__attack","data__|__info__defense","data__|__info__magic","data__|__info__difficulty","data__|__image__full","data__|__image__sprite","data__|__image__group","data__|__image__x","data__|__image__y","data__|__image__w","data__|__image__h","data__|__tags__001","data__|__tags__002","data__|__partype","data__|__stats__hp","data__|__stats__hpperlevel","data__|__stats__mp","data__|__stats__mpperlevel","data__|__stats__movespeed","data__|__stats__armor","data__|__stats__armorperlevel","data__|__stats__spellblock","data__|__stats__spellblockperlevel","data__|__stats__attackrange","data__|__stats__hpregen","data__|__stats__hpregenperlevel","data__|__stats__mpregen","data__|__stats__mpregenperlevel","data__|__stats__crit","data__|__stats__critperlevel","data__|__stats__attackdamage","data__|__stats__attackdamageperlevel","data__|__stats__attackspeedperlevel","data__|__stats__attackspeed"
"","","","Syndra","11.7.1","Syndra","134","Syndra","the Dark Sovereign","Syndra is a fearsome Ionian mage with incredible power at her command. As a child, she disturbed the village elders with her reckless and wild magic. She was sent away to be taught greater control, but eventually discovered her supposed mentor was...","2","3","9","8","Syndra.png","champion3.png","champion","336","96","48","48","Mage","Support","Mana","523","90","480","40","330","25","3.4","30","0.5","550","6.5","0.6","8","0.8","0","0","54","2.9","2","0.625"
"","","","TahmKench","11.7.1","TahmKench","223","Tahm Kench","the River King","Known by many names throughout history, the demon Tahm Kench travels the waterways of Runeterra, feeding his insatiable appetite with the misery of others. Though he may appear singularly charming and proud, he swaggers through the physical realm like a...","3","9","6","5","TahmKench.png","champion3.png","champion","384","96","48","48","Support","Tank","Mana","600","100","325","40","335","47","3.5","32","1.25","175","6.5","0.55","8","1","0","0","56","3.2","2.5","0.658"
"","","","Taliyah","11.7.1","Taliyah","163","Taliyah","the Stoneweaver","Taliyah is a nomadic mage from Shurima, torn between teenage wonder and adult responsibility. She has crossed nearly all of Valoran on a journey to learn the true nature of her growing powers, though more recently she has returned to protect her tribe...","1","7","8","5","Taliyah.png","champion3.png","champion","432","96","48","48","Mage","Support","Mana","532","90","425","30","335","20","3.5","30","0.5","525","7","0.7","9.34","0.85","0","0","58","3.3","1.36","0.625"
"","","","Talon","11.7.1","Talon","91","Talon","the Blade's Shadow","Talon is the knife in the darkness, a merciless killer able to strike without warning and escape before any alarm is raised. He carved out a dangerous reputation on the brutal streets of Noxus, where he was forced to fight, kill, and steal to survive...","9","3","1","7","Talon.png","champion4.png","champion","0","0","48","48","Assassin","","Mana","588","95","377.2","37","335","30","3.5","39","1.25","125","8.5","0.75","7.6","0.8","0","0","68","3.1","2.9","0.625"
"","","","Taric","11.7.1","Taric","44","Taric","the Shield of Valoran","Taric is the Aspect of the Protector, wielding incredible power as Runeterra's guardian of life, love, and beauty. Shamed by a dereliction of duty and exiled from his homeland Demacia, Taric ascended Mount Targon to find redemption, only to discover a...","4","8","5","3","Taric.png","champion4.png","champion","48","0","48","48","Support","Fighter","Mana","575","85","300","60","340","40","3.4","32","1.25","150","6","0.5","8.5","0.8","0","0","55","3.5","2","0.625"
"","","","Teemo","11.7.1","Teemo","17","Teemo","the Swift Scout","Undeterred by even the most dangerous and threatening of obstacles, Teemo scouts the world with boundless enthusiasm and a cheerful spirit. A yordle with an unwavering sense of morality, he takes pride in following the Bandle Scout's Code, sometimes...","5","3","7","6","Teemo.png","champion4.png","champion","96","0","48","48","Marksman","Assassin","Mana","528","90","334","20","330","24","3.75","30","0.5","500","5.5","0.65","9.6","0.45","0","0","54","3","3.38","0.69"
"","","","Thresh","11.7.1","Thresh","412","Thresh","the Chain Warden","Sadistic and cunning, Thresh is an ambitious and restless spirit of the Shadow Isles. Once the custodian of countless arcane secrets, he was undone by a power greater than life or death, and now sustains himself by tormenting and breaking others with...","5","6","6","7","Thresh.png","champion4.png","champion","144","0","48","48","Support","Fighter","Mana","561","93","274","44","335","28","0","30","0.5","450","7","0.55","6","0.8","0","0","56","2.2","3.5","0.625"
"","","","Tristana","11.7.1","Tristana","18","Tristana","the Yordle Gunner","While many other yordles channel their energy into discovery, invention, or just plain mischief-making, Tristana was always inspired by the adventures of great warriors. She had heard much about Runeterra, its factions, and its wars, and believed her...","9","3","5","4","Tristana.png","champion4.png","champion","192","0","48","48","Marksman","Assassin","Mana","559","88","250","32","325","26","3","30","0.5","525","3.75","0.65","7.2","0.45","0","0","59","3.3","1.5","0.656"
"","","","Trundle","11.7.1","Trundle","48","Trundle","the Troll King","Trundle is a hulking and devious troll with a particularly vicious streak, and there is nothing he cannot bludgeon into submissionâ€”not even the Freljord itself. Fiercely territorial, he chases down anyone foolish enough to enter his domain. Then, his...","7","6","2","5","Trundle.png","champion4.png","champion","240","0","48","48","Fighter","Tank","Mana","616","96","281","45","350","37","2.7","32","1.25","175","6","0.75","7.5","0.6","0","0","68","3","2.9","0.67"
"","","","Tryndamere","11.7.1","Tryndamere","23","Tryndamere","the Barbarian King","Fueled by unbridled fury and rage, Tryndamere once carved his way through the Freljord, openly challenging the greatest warriors of the north to prepare himself for even darker days ahead. The wrathful barbarian has long sought revenge for the...","10","5","2","5","Tryndamere.png","champion4.png","champion","288","0","48","48","Fighter","Assassin","Fury","626","98","100","0","345","33","3.1","32","1.25","125","8.5","0.9","0","0","0","0","72","3.7","2.9","0.67"
"","","","TwistedFate","11.7.1","TwistedFate","4","Twisted Fate","the Card Master","Twisted Fate is an infamous cardsharp and swindler who has gambled and charmed his way across much of the known world, earning the enmity and admiration of the rich and foolish alike. He rarely takes things seriously, greeting each day with a mocking...","6","2","6","9","TwistedFate.png","champion4.png","champion","336","0","48","48","Mage","","Mana","534","94","333","39","330","21","3.15","30","0.5","525","5.5","0.6","8","0.8","0","0","52","3.3","3.22","0.651"
"","","","Twitch","11.7.1","Twitch","29","Twitch","the Plague Rat","A Zaunite plague rat by birth, but a connoisseur of filth by passion, Twitch is not afraid to get his paws dirty. Aiming a chem-powered crossbow at the gilded heart of Piltover, he has vowed to show those in the city above just how filthy they really...","9","2","3","6","Twitch.png","champion4.png","champion","384","0","48","48","Marksman","Assassin","Mana","612","86","287.2","40","330","27","3","30","0.5","550","3.75","0.6","7.26","0.45","0","0","59","3.11","3.38","0.679"
"","","","Udyr","11.7.1","Udyr","77","Udyr","the Spirit Walker","Udyr is more than a man; he is a vessel for the untamed power of four primal animal spirits. When tapping into the spirits' bestial natures, Udyr can harness their unique strengths: The tiger grants him speed and ferocity, the turtle resilience, the...","8","7","4","7","Udyr.png","champion4.png","champion","432","0","48","48","Fighter","Tank","Mana","594","92","271","50","350","34","4","32","1.25","125","6","0.75","7.5","0.45","0","0","64","5","2.67","0.658"
"","","","Urgot","11.7.1","Urgot","6","Urgot","the Dreadnought","Once a powerful Noxian headsman, Urgot was betrayed by the empire for which he had killed so many. Bound in iron chains, he was forced to learn the true meaning of strength in the Dredgeâ€”a prison mine deep beneath Zaun. Emerging in a disaster that...","8","5","3","8","Urgot.png","champion4.png","champion","0","48","48","48","Fighter","Tank","Mana","585","88","340","45","330","36","4.25","32","1.25","350","7.5","0.7","7.25","0.8","0","0","63","4","3.75","0.625"
"","","","Varus","11.7.1","Varus","110","Varus","the Arrow of Retribution","One of the ancient darkin, Varus was a deadly killer who loved to torment his foes, driving them almost to insanity before delivering the killing arrow. He was imprisoned at the end of the Great Darkin War, but escaped centuries later in the remade...","7","3","4","2","Varus.png","champion4.png","champion","48","48","48","48","Marksman","Mage","Mana","530","91","360","40","330","27","3.4","30","0.5","575","3.5","0.55","8","0.8","0","0","61","3.4","4","0.658"
"","","","Vayne","11.7.1","Vayne","67","Vayne","the Night Hunter","Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when...","10","1","1","8","Vayne.png","champion4.png","champion","96","48","48","48","Marksman","Assassin","Mana","515","89","231.8","35","330","23","3.4","30","0.5","550","3.5","0.55","6.97","0.4","0","0","60","2.36","3.3","0.658"
"","","","Veigar","11.7.1","Veigar","45","Veigar","the Tiny Master of Evil","An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been...","2","2","10","7","Veigar.png","champion4.png","champion","144","48","48","48","Mage","","Mana","505","94","490","26","340","23","3.75","32","0.5","550","6.5","0.6","8","0.8","0","0","52","2.7","2.24","0.625"
"","","","Velkoz","11.7.1","Velkoz","161","Vel'Koz","the Eye of the Void","It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to...","2","2","10","8","Velkoz.png","champion4.png","champion","192","48","48","48","Mage","","Mana","520","88","469","21","340","22","3.5","30","0.5","525","5.5","0.55","8","0.8","0","0","55","3.1416","1.36","0.625"
"","","","Vi","11.7.1","Vi","254","Vi","the Piltover Enforcer","Once a criminal from the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with only a very loose respect for authority figures. Growing up all but alone, Vi developed finely honed survival instincts as well as a wickedly abrasive...","8","5","3","4","Vi.png","champion4.png","champion","240","48","48","48","Fighter","Assassin","Mana","585","85","295","65","340","30","4","32","1.25","125","10","1","8","0.65","0","0","63","3.5","2","0.644"
"","","","Viego","11.7.1","Viego","234","Viego","The Ruined King","Once ruler of a long-lost kingdom, Viego perished over a thousand years ago when his attempt to bring his wife back from the dead triggered the magical catastrophe known as the Ruination. Transformed into a powerful, unliving wraith tortured by an...","6","4","2","5","Viego.png","champion4.png","champion","288","48","48","48","Assassin","Fighter","None","560","95","10000","0","345","34","4","32","1.25","225","7","0.7","0","0","0","0","57","3.5","2.5","0.658"
"","","","Viktor","11.7.1","Viktor","112","Viktor","the Machine Herald","The herald of a new age of technology, Viktor has devoted his life to the advancement of humankind. An idealist who seeks to lift the people of Zaun to a new level of understanding, he believes that only by embracing a glorious evolution of technology...","2","4","10","9","Viktor.png","champion4.png","champion","336","48","48","48","Mage","","Mana","530","90","405","45","335","23","4","30","0.5","525","8","0.65","8","0.8","0","0","53","3","2.11","0.658"
"","","","Vladimir","11.7.1","Vladimir","8","Vladimir","the Crimson Reaper","A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily...","2","6","8","7","Vladimir.png","champion4.png","champion","384","48","48","48","Mage","","Crimson Rush","537","96","2","0","330","23","3.3","30","0.5","450","7","0.6","0","0","0","0","55","3","2","0.658"
"","","","Volibear","11.7.1","Volibear","106","Volibear","the Relentless Storm","To those who still revere him, the Volibear is the storm made manifest. Destructive, wild, and stubbornly resolute, he existed before mortals walked the Freljord's tundra, and is fiercely protective of the lands that he and his demi-god kin created...","7","7","4","3","Volibear.png","champion4.png","champion","432","48","48","48","Fighter","Tank","Mana","580","90","350","70","340","31","4","32","1.25","150","9","0.75","6.25","0.5","0","0","60","3","2","0.625"
"","","","Warwick","11.7.1","Warwick","19","Warwick","the Uncaged Wrath of Zaun","Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon...","9","5","3","3","Warwick.png","champion4.png","champion","0","96","48","48","Fighter","Tank","Mana","550","85","280","35","335","33","3.2","32","1.25","125","4","0.75","7.47","0.58","0","0","65","3","2.3","0.638"
"","","","Xayah","11.7.1","Xayah","498","Xayah","the Rebel","Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to...","10","6","1","5","Xayah.png","champion4.png","champion","48","96","48","48","Marksman","","Mana","590","88","340","40","325","25","3","30","0.5","525","3.25","0.75","8.25","0.75","0","0","60","3.5","3.9","0.625"
"","","","Xerath","11.7.1","Xerath","101","Xerath","the Magus Ascendant","Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven...","1","3","10","8","Xerath.png","champion4.png","champion","96","96","48","48","Mage","","Mana","526","92","459","22","340","22","3.5","30","0.5","525","5.5","0.55","8","0.8","0","0","55","3","1.36","0.625"
"","","","XinZhao","11.7.1","XinZhao","5","Xin Zhao","the Seneschal of Demacia","Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...","8","6","3","2","XinZhao.png","champion4.png","champion","144","96","48","48","Fighter","Assassin","Mana","570","92","274","55","345","35","3.5","32","1.25","175","8","0.7","7.26","0.45","0","0","66","3","3.5","0.645"
"","","","Yasuo","11.7.1","Yasuo","157","Yasuo","the Unforgiven","An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his masterâ€”unable to prove his innocence, he was forced to slay his own brother in self...","8","4","4","10","Yasuo.png","champion4.png","champion","192","96","48","48","Fighter","Assassin","Flow","490","87","100","0","345","30","3.4","32","1.25","175","6.5","0.9","0","0","0","0","60","3","3.5","0.697"
"","","","Yone","11.7.1","Yone","777","Yone","the Unforgotten","In life, he was Yoneâ€”half-brother of Yasuo, and renowned student of his village's sword school. But upon his death at the hands of his brother, he found himself hunted by a malevolent entity of the spirit realm, and was forced to slay it with its own...","8","4","4","8","Yone.png","champion4.png","champion","240","96","48","48","Assassin","Fighter","Flow","550","85","500","0","345","28","3.4","32","1.25","175","7.5","0.75","0","0","0","0","60","2","3.5","0.625"
"","","","Yorick","11.7.1","Yorick","83","Yorick","Shepherd of Souls","The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking spirits that he gathers to him. Yorick's monstrous...","6","6","4","6","Yorick.png","champion4.png","champion","288","96","48","48","Fighter","Tank","Mana","580","100","300","60","340","39","4","32","1.25","175","8","0.8","7.5","0.75","0","0","62","5","2","0.625"
"","","","Yuumi","11.7.1","Yuumi","350","Yuumi","the Magical Cat","A magical cat from Bandle City, Yuumi was once the familiar of a yordle enchantress, Norra. When her master mysteriously disappeared, Yuumi became the Keeper of Norra's sentient Book of Thresholds, traveling through portals in its pages to search for...","5","1","8","2","Yuumi.png","champion4.png","champion","336","96","48","48","Support","Mage","Mana","480","70","400","45","330","25","3","25","0.3","500","7","0.55","10","0.4","0","0","55","3.1","1","0.625"
"","","","Zac","11.7.1","Zac","154","Zac","the Secret Weapon","Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally...","3","7","7","8","Zac.png","champion4.png","champion","384","96","48","48","Tank","Fighter","None","615","95","0","0","340","33","3.5","32","1.25","175","8","0.5","0","0","0","0","60","3.4","1.6","0.736"
"","","","Zed","11.7.1","Zed","238","Zed","the Master of Shadows","Utterly ruthless and without mercy, Zed is the leader of the Order of Shadow, an organization he created with the intent of militarizing Ionia's magical and martial traditions to drive out Noxian invaders. During the war, desperation led him to unlock...","9","2","1","7","Zed.png","champion4.png","champion","432","96","48","48","Assassin","","Energy","584","85","200","0","345","32","3.5","32","1.25","125","7","0.65","50","0","0","0","63","3.4","3.3","0.651"
"","","","Ziggs","11.7.1","Ziggs","115","Ziggs","the Hexplosives Expert","With a love of big bombs and short fuses, the yordle Ziggs is an explosive force of nature. As an inventor's assistant in Piltover, he was bored by his predictable life and befriended a mad, blue-haired bomber named Jinx. After a wild night on the town...","2","4","9","4","Ziggs.png","champion5.png","champion","0","0","48","48","Mage","","Mana","536","92","480","23.5","325","22","3.3","30","0.5","550","6.5","0.6","8","0.8","0","0","54","3.1","2","0.656"
"","","","Zilean","11.7.1","Zilean","26","Zilean","the Chronokeeper","Once a powerful Icathian mage, Zilean became obsessed with the passage of time after witnessing his homeland's destruction by the Void. Unable to spare even a minute to grieve the catastrophic loss, he called upon ancient temporal magic to divine all...","2","5","8","6","Zilean.png","champion5.png","champion","48","0","48","48","Support","Mage","Mana","504","82","452","50","335","24","3.8","30","0.5","550","5.5","0.5","11.34","0.8","0","0","52","3","2.13","0.625"
"","","","Zoe","11.7.1","Zoe","142","Zoe","the Aspect of Twilight","As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without...","1","7","8","5","Zoe.png","champion5.png","champion","96","0","48","48","Mage","Support","Mana","560","92","425","25","340","21","3.5","30","0.5","550","6.5","0.6","8","0.65","0","0","58","3.3","2.5","0.625"
"","","","Zyra","11.7.1","Zyra","143","Zyra","Rise of the Thorns","Born in an ancient, sorcerous catastrophe, Zyra is the wrath of nature given formâ€”an alluring hybrid of plant and human, kindling new life with every step. She views the many mortals of Valoran as little more than prey for her seeded progeny, and thinks...","4","3","8","7","Zyra.png","champion5.png","champion","144","0","48","48","Mage","Support","Mana","504","79","418","25","340","29","3","30","0.5","575","5.5","0.5","13","0.4","0","0","53","3.2","2.11","0.625"
